file,class,sensor,date_deploy,time_deploy,duration[mm:ss],t_max_p_1s_nadir,t_nadir,nadir,max_p_1s_nadir,rate_pc,ratio_pc,log_RPC,treatment,inj_pos,sens_wc_pos_ent,sens_wc_pos_blade,sens_wc_pos_exit,clear_passage,rotate_hub,pres_force,passage_loc,centre_hub_contact,blade_contact,n_contact,c_1_bl,c_1_sl,c_1_bv,c_1_type,c_2_bl,c_2_sl,c_2_bv,c_2_type,t_start_roi1,t_end_roi1,t_start_roi2,t_end_roi2,t_start_roi3,t_end_roi3,t_start_roi4,t_end_roi4,t_start_roi5,t_end_roi5,t_start_roi6,t_end_roi6,max_accmag_roi1,max_accmag_roi2,max_accmag_roi3,max_accmag_roi4,max_accmag_roi5,max_accmag_roi6,max_accmag_time_roi1,max_accmag_time_roi2,max_accmag_time_roi3,max_accmag_time_roi4,max_accmag_time_roi5,max_accmag_time_roi6,nadir_acceleration,max_hig_roi1,max_hig_roi2,max_hig_roi3,max_hig_roi4,max_hig_roi5,max_hig_roi6,max_hig_time_roi1,max_hig_time_roi2,max_hig_time_roi3,max_hig_time_roi4,max_hig_time_roi5,max_hig_time_roi6,max_nadir_acc_dist,max_nadir_acc_position,acc_rms,accmag_1,accmag_1_t,accmag_1_p,guide_vane_contact,accmag_2,accmag_2_t,accmag_2_p,accmag_3,accmag_3_t,accmag_3_p,accmag_4,accmag_4_t,accmag_4_p,inj_to_pre_nadir_accmag_count,pre_nadir_event_accmag_count,nadir_event_accmag_count,post_nadir_event_accmag_count,post_nadir_to_rec_accmag_count,accmag_5,accmag_5_t,accmag_5_p,accmag_6,accmag_6_t,accmag_6_p,accmag_7,accmag_7_t,accmag_7_p,accmag_8,accmag_8_t,accmag_8_p
B75-0807132530_imp,100_imp,B75,07/08,13:25:30,00:59:00,27.64,27.66,775.8,1257.3,481.5,1.28899200824955,0.25386052397627,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,26.22,29.1,27.56,27.76,27.26,27.56,27.76,28.06,26.22,27.26,28.06,29.1,221.442,177.457,32.373,191.081,5.591,221.442,28.08,27.68,27.56,27.89,26.93,28.08,130.763,564.2,563.6,8.6,283.3,NA,564.2,28.5515,27.6235,27.549,27.832,NA,28.5515,0.02,After nadir,104.677462708755,177.457,27.68,989.4,GV contact,191.081,27.89,1430.9,170.543,27.96,1315.7,221.442,28.08,1351.6,0,0,1,2,4,137.727,28.25,1381.1,126.335,28.35,1325.3,145.411,28.56,1398.5,NA,NA,NA
B75-0807134036_imp,100_imp,B75,07/08,13:40:36,00:59:00,39.72,40.66,933.3,1046.7,113.4,1.07146683810136,0.069028586410436,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,39.22,42.1,40.56,40.76,40.26,40.56,40.76,41.06,39.22,40.26,41.06,42.1,223.774,176.311,8.362,223.774,1.652,111.289,40.82,40.66,40.48,40.82,39.97,41.19,176.311,301.1,26.6,NA,33.5,NA,301.1,41.687,40.6365,NA,40.825,NA,41.687,0,On nadir,93.6746959734286,213.688,40.87,1258,GV contact,118.606,40.93,1286,111.289,41.19,1320.4,110.8,41.39,1370.5,0,0,0,2,4,98.867,41.68,1411.7,109.966,41.91,1401.6,NA,NA,NA,NA,NA,NA
B75-0807141049_imp,100_imp,B75,07/08,14:10:49,00:59:00,38.32,39.08,909.3,1035.2,125.9,1.09974705817662,0.0950802062502698,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,37.64,40.52,38.98,39.18,38.68,38.98,39.18,39.48,37.64,38.68,39.48,40.52,209.094,192.024,7.905,209.094,2.645,206.077,39.23,39.07,38.98,39.23,38.49,40.17,175.578,558.4,427.2,4.5,558.4,NA,419.6,39.269,39.0995,38.98,39.269,NA,39.5345,-0.01,Before nadir,115.420622687711,209.094,39.23,1375.6,GV contact,120.117,39.55,1366.6,134.397,40.08,1348.9,206.077,40.17,1321.1,0,0,0,1,4,177.017,40.36,1284.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807142717_imp,100_imp,B75,07/08,14:27:17,00:59:00,29.83,29.85,873.6,1153.4,279.8,1.14468864468864,0.135132673991496,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,28.41,31.29,29.75,29.95,29.45,29.75,29.95,30.25,28.41,29.45,30.25,31.29,219.737,219.737,68.885,209.887,70.533,195.538,29.87,29.87,29.74,30.14,29.41,31.13,145.034,522.5,522.5,11.5,491.2,190.3,470.4,29.856,29.856,29.7145,30.16,28.638,30.5555,0.02,After nadir,116.813870480839,219.737,29.87,1102.2,No GV contact,183.272,30.38,1363.6,133.1,31.03,1311.3,195.538,31.13,1453.2,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807165147_imp,100_imp,B75,07/08,16:51:47,00:59:00,25.02,25.05,760.6,1066.8,306.2,1.31475151196424,0.273647683487978,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,23.61,26.49,24.95,25.15,24.65,24.95,25.15,25.45,23.61,24.65,25.45,26.49,216.145,216.145,24.487,209.794,8.38,192.477,25.04,25.04,24.95,25.44,24.57,25.69,205.639,509,509,5.3,491.5,NA,408.2,25.0345,25.0345,24.9475,25.349,NA,25.6745,-0.01,Before nadir,107.603315252963,216.145,25.04,814.7,No GV contact,192.477,25.69,1300.8,140.114,25.96,1299.6,NA,NA,NA,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807171659_imp,100_imp,B75,07/08,17:16:59,00:59:00,38.33,38.36,830.5,1069.9,239.4,1.20409391932571,0.185727349928788,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,36.92,39.8,38.26,38.46,37.96,38.26,38.46,38.76,36.92,37.96,38.76,39.8,224.648,177.358,17.062,224.648,22.386,115.408,38.65,38.34,38.26,38.65,37.17,39.14,118.521,646.1,595.9,6.9,179.5,52.8,646.1,39.589,38.326,38.2575,38.618,37.169,39.589,-0.02,Before nadir,97.1552679301098,177.358,38.34,1067.4,GV contact,213.015,38.48,1294.9,115.408,39.14,1350.1,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807172934_imp,100_imp,B75,07/08,17:29:34,00:59:00,33.11,33.15,675.5,1179.9,504.4,1.48038490007402,0.392302121581883,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,31.71,34.59,33.05,33.25,32.75,33.05,33.25,33.55,31.71,32.75,33.55,34.59,198.354,198.354,162.231,194.712,54.617,151.524,33.16,33.16,33.04,33.32,32.7,33.92,182.777,565.9,441.6,563.1,381.6,565.9,130.3,32.6435,33.1085,33.02,33.2775,32.6435,33.8565,0.01,After nadir,129.603346265589,198.354,33.16,899.4,GV contact,98.119,33.4,1271.3,105.971,33.82,1383,151.524,33.92,1352.9,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807174406_imp,100_imp,B75,07/08,17:44:06,01:00:00,26.63,26.94,965.7,1062.3,96.5999999999999,1.03551827689759,0.0349020520092649,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,25.5,28.38,26.84,27.04,26.54,26.84,27.04,27.34,25.5,26.54,27.34,28.38,196.352,114.047,112.048,196.352,18.324,145.398,27.3,27.04,26.72,27.3,25.57,27.35,84.832,402.4,14.5,16.4,339.5,5.7,402.4,27.4285,27.031,26.6895,27.2495,25.541,27.4285,0.1,After nadir,65.3947378573274,112.048,26.72,1046.5,GV contact,178.456,27.15,1334,196.352,27.3,1216.5,114.949,27.61,1473.8,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807175542_imp,100_imp,B75,07/08,17:55:42,00:59:00,25.9,25.95,720.1,1107.5,387.4,1.38869601444244,0.328365187727316,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,CH contact,No blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,24.51,27.39,25.85,26.05,25.55,25.85,26.05,26.35,24.51,25.55,26.35,27.39,255.531,255.531,55.158,178.588,16.356,160.171,25.94,25.94,25.85,26.15,25.54,26.6,207.762,468.1,463.2,8.7,382,NA,468.1,26.6835,25.9085,25.827,26.2325,NA,26.6835,-0.01,Before nadir,133.54749817913,255.531,25.94,833.3,GV contact,153.562,26.25,1302.4,106.236,26.3,1287.1,160.171,26.6,1353.9,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807180858_imp,100_imp,B75,07/08,18:08:58,01:00:00,26.31,26.92,930.6,1036.6,106,1.07457554266065,0.0719257395715888,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,25.48,28.36,26.82,27.02,26.52,26.82,27.02,27.32,25.48,26.52,27.32,28.36,189.055,131.722,11.249,184.681,1.343,189.055,27.76,27.02,26.65,27.26,26.35,27.76,70.86,609.5,17.2,NA,609.5,NA,213.1,27.1695,27.004,NA,27.1695,NA,27.775,0.1,After nadir,74.4252871875707,153.903,27.13,1360.4,GV contact,184.681,27.26,1189.1,110.777,27.48,1386.4,189.055,27.76,1281,0,0,0,2,3,110.644,27.99,1403.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0808103552_imp,100_imp,B75,08/08,10:35:52,01:00:00,39.57,39.6,881.1,1241.5,360.4,1.13494495516967,0.126584152109453,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,38.16,41.04,39.5,39.7,39.2,39.5,39.7,40,38.16,39.2,40,41.04,208.867,208.867,49.048,174.861,23.361,206.727,39.59,39.59,39.5,39.84,38.42,40.59,178.418,472.6,439.2,8.2,364.3,22.8,472.6,40.664,39.5625,39.4955,39.7705,38.334,40.664,-0.01,Before nadir,122.37266663839,208.867,39.59,895.7,No GV contact,139.31,40.28,1327.2,206.727,40.59,1328.4,NA,NA,NA,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0808105253_imp,100_imp,B75,08/08,10:52:53,01:00:00,51.62,52.09,813.6,1043.5,229.9,1.2291052114061,0.206286434247787,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,50.65,53.53,51.99,52.19,51.69,51.99,52.19,52.49,50.65,51.69,52.49,53.53,230.772,172.985,14.452,230.772,9.349,84.23,52.28,52.1,51.85,52.28,50.99,52.53,162.871,356.5,31.3,NA,356.5,5.6,312.7,52.358,52.07,NA,52.358,50.7045,52.4945,0.01,After nadir,110.873664379994,230.772,52.28,1297.2,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B76-0807112536_imp,100_imp,B76,07/08,11:25:36,00:59:00,23.88,24.7,932.3,1044.2,111.9,1.07261611069398,0.0701006276794891,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,23.26,26.14,24.6,24.8,24.3,24.6,24.8,25.1,23.26,24.3,25.1,26.14,227.538,227.538,20.184,189.118,3.449,194.633,24.71,24.71,24.6,24.92,24.22,26.06,204.034,267.8,213.4,2.2,31.3,NA,267.8,25.9075,24.71,24.5995,25.0145,NA,25.9075,0.01,After nadir,115.506463867159,227.538,24.71,978,No GV contact,161.469,25.15,1228.1,194.633,26.06,1320.9,NA,NA,NA,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B77-0807092616_imp,100_imp,B77,07/08,09:26:16,00:59:00,24.73,24.75,818,1143.6,325.6,1.22249388753056,0.20089294237939,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,23.31,26.19,24.65,24.85,24.35,24.65,24.85,25.15,23.31,24.35,25.15,26.19,254.46,207.912,41.541,254.46,12.677,240.585,24.92,24.76,24.46,24.92,24.25,25.27,170.238,590,56.4,NA,154.5,NA,590,25.47,24.7265,NA,25.0015,NA,25.47,0.01,After nadir,103.19863989783,254.46,24.92,1444.4,GV contact,240.585,25.27,1135.7,167.773,25.45,1370.9,111.817,25.52,1408.8,0,0,0,1,5,190.002,26.01,1222.9,123.384,26.16,1285.3,NA,NA,NA,NA,NA,NA
B77-0807093944_imp,100_imp,B77,07/08,09:39:44,01:00:00,21.06,21.09,714.9,1221.6,506.7,1.39879703455029,0.335612606209331,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,3,NA,NA,NA,NA,NA,NA,NA,NA,19.65,22.53,20.99,21.19,20.69,20.99,21.19,21.49,19.65,20.69,21.49,22.53,238.536,238.536,112.329,238.536,80.715,166.109,21.19,21.19,20.99,21.19,20.62,21.87,113.908,616,616,14.9,517.8,260.8,405.3,21.137,21.137,20.9715,21.195,20.2395,22.4035,0.1,After nadir,134.311325739155,238.536,21.19,870.5,GV contact,166.109,21.87,1253.7,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B77-0807102008_imp,100_imp,B77,07/08,10:20:08,00:59:00,35.49,35.53,840.3,1148.7,308.4,1.1900511722004,0.173996308047964,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,34.09,36.97,35.43,35.63,35.13,35.43,35.63,35.93,34.09,35.13,35.93,36.97,225.99,213.476,47.658,225.99,15.058,115.735,35.9,35.52,35.43,35.9,34.92,36.29,166.509,613.5,424.6,7.3,613.5,NA,475.3,35.728,35.49,35.4115,35.728,NA,36.4135,-0.01,Before nadir,114.326550530237,225.99,35.9,1310.5,GV contact,115.735,36.29,1360.5,107.962,36.49,1328.6,110.522,36.79,1389.4,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B78-0807092337_imp,100_imp,B78,07/08,09:23:37,00:59:00,28.83,28.87,742.3,1200.8,458.5,1.34716421931834,0.298001804858636,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,27.43,30.31,28.77,28.97,28.47,28.77,28.97,29.27,27.43,28.47,29.27,30.31,261.952,218.538,54.976,261.952,38.174,209.339,29.23,28.95,28.77,29.23,28,29.32,199.833,575.8,575.8,8.8,207.2,397,428.4,28.8325,28.8325,28.7505,29.076,27.6415,29.4725,0.08,After nadir,136.518118184085,261.952,29.23,1268.7,GV contact,123.804,29.53,1417.4,102.233,29.65,1445.4,154.207,30.06,1350,0,0,0,1,5,143.762,30.11,1333.7,182.706,30.28,1350.5,NA,NA,NA,NA,NA,NA
B78-0807094604_imp,100_imp,B78,07/08,09:46:04,00:59:00,26.82,26.84,790.3,1107.8,317.5,1.26534227508541,0.235342658771207,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,25.4,28.28,26.74,26.94,26.44,26.74,26.94,27.24,25.4,26.44,27.24,28.28,249.979,206.426,23.667,249.979,43.492,231.116,27.01,26.84,26.74,27.01,26.38,27.95,206.426,692,87.4,NA,692,NA,477.2,27.204,26.8195,NA,27.204,NA,27.869,0,On nadir,101.93134650201701,206.426,26.84,790.3,GV contact,249.979,27.01,1423.1,128.186,27.15,1315.9,106.032,27.38,1330.4,0,0,1,2,4,231.116,27.95,1360.9,108.156,28.13,1312.3,151.151,28.26,1299.4,NA,NA,NA
B78-0807101208_imp,100_imp,B78,07/08,10:12:08,00:59:00,26.6,26.64,654.6,1265.3,610.7,1.52765047357165,0.423730916915057,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,25.2,28.08,26.54,26.74,26.24,26.54,26.74,27.04,25.2,26.24,27.04,28.08,227.574,227.574,105.656,188.372,57.724,60.621,26.61,26.61,26.51,26.75,26.17,27.18,144.212,574.7,574.7,14.8,232.8,NA,515.3,26.61,26.61,26.4885,26.7445,NA,27.7225,-0.03,Before nadir,115.634413422319,105.656,26.51,1057.2,GV contact,227.574,26.61,1255,148.377,26.9,1386.6,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B78-0807110857_imp,100_imp,B78,07/08,11:08:57,01:00:00,27.28,27.31,764.4,1189.5,425.1,1.30821559392988,0.268664066616019,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,25.87,28.75,27.21,27.41,26.91,27.21,27.41,27.71,25.87,26.91,27.71,28.75,220.119,220.119,73.314,210.899,158.558,120.87,27.31,27.31,27.21,27.55,26.57,28.23,220.119,317.6,265,11.5,317.6,32.9,154.8,27.566,27.282,27.206,27.566,26.263,27.829,0,On nadir,128.619292639353,158.558,26.57,957.2,No GV contact,220.119,27.31,764.4,104.224,28.01,1352.6,120.87,28.23,1376.4,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B78-0807112331_imp,100_imp,B78,07/08,11:23:31,00:59:00,31.55,31.58,780.7,1349.4,568.7,1.2809017548354,0.247564325855892,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,3,NA,NA,NA,NA,NA,NA,NA,NA,30.14,33.02,31.48,31.68,31.18,31.48,31.68,31.98,30.14,31.18,31.98,33.02,247.292,241.435,156.78,247.292,129.27,233.83,31.69,31.56,31.45,31.69,30.95,32.03,186.085,615,615,55.1,146.9,173.8,457,31.554,31.554,31.4265,31.7965,30.1755,32.694,-0.02,Before nadir,154.626076786026,129.27,30.95,1033.9,GV contact,100.652,31.33,1030.3,156.78,31.45,887.1,247.292,31.69,1373.1,1,2,0,1,4,233.83,32.03,1113.9,98.381,32.32,1350.1,177.679,32.69,1387.5,139.847,32.84,1403.7
B61-0102000014_imp,100_imp,B61,02/01,00:00:14,00:59:00,11.98,12,954.1,1163.3,209.2,1.0481081647626,0.0469867912243367,400 (70%),High,4,2,5,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near hub,3,10,Direct,NA,NA,NA,NA,10.56,13.44,11.9,12.1,11.6,11.9,12.1,12.4,10.56,11.6,12.4,13.44,207.161,207.161,8.944,182.221,0.95,98.761,12.01,12.01,11.85,12.23,11.1,12.7,167.62,473.1,473.1,NA,254.1,NA,401.3,11.9865,11.9865,NA,12.1355,NA,12.929,0.01,After nadir,114.0519857542,207.161,12.01,954.3,GV contact,182.221,12.23,1309.5,98.761,12.7,1401.9,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102002256_imp,100_imp,B61,02/01,00:22:56,00:59:00,27.64,27.68,1024.3,1095.9,71.6000000000001,0.976276481499561,-0.0240094524603518,400 (70%),Low,5,5,1,No contact,Hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.24,29.12,27.58,27.78,27.28,27.58,27.78,28.08,26.24,27.28,28.08,29.12,187.865,108.384,12.794,187.865,2.584,140.516,27.9,27.78,27.58,27.9,27.28,28.31,100.149,475.4,16.3,NA,38.2,NA,475.4,28.265,27.7725,NA,27.882,NA,28.265,0.1,After nadir,70.2743565652982,187.865,27.9,1157.2,GV contact,140.516,28.31,1410.3,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102003600_imp,100_imp,B61,02/01,00:36:00,00:59:00,30.43,30.45,950.3,1114.7,164.4,1.0522992739135,0.0509775547648676,400 (70%),High,3,3,1,No contact,Hub rotation,No pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.01,31.89,30.35,30.55,30.05,30.35,30.55,30.85,29.01,30.05,30.85,31.89,131.789,131.789,4.881,45.693,1.391,87.508,30.45,30.45,30.31,30.55,29.65,31.2,131.789,376.3,17.8,NA,152.2,NA,376.3,31.116,30.43,NA,30.7355,NA,31.116,0,On nadir,68.563561770222,131.789,30.45,950.3,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102005624_imp,100_imp,B61,02/01,00:56:24,00:59:00,26.23,26.26,1001.7,1138.5,136.8,0.998302885095338,-0.00169855663558147,400 (70%),Low,3,3,5,No contact,No hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,24.82,27.7,26.16,26.36,25.86,26.16,26.36,26.66,24.82,25.86,26.66,27.7,199.003,199.003,7.875,162.211,0.508,87.723,26.26,26.26,26.16,26.49,25.86,26.8,199.003,566.4,566.4,NA,19.4,NA,228.1,26.293,26.293,NA,26.474,NA,27.319,0,On nadir,90.5754688580586,199.003,26.26,1001.7,GV contact,162.211,26.49,1338.8,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102011935_imp,100_imp,B61,02/01,01:19:35,00:59:00,20.9,21.81,995.7,1118.8,123.1,1.00431856985036,0.0043092715880984,400 (70%),High,6,6,6,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,20.37,23.25,21.71,21.91,21.41,21.71,21.91,22.21,20.37,21.41,22.21,23.25,212.274,87.282,5.661,212.274,1.028,91.218,21.99,21.87,21.71,21.99,20.67,22.34,63.386,475.2,11.4,NA,475.2,NA,11.9,22.006,21.8515,NA,22.006,NA,22.3185,0.06,After nadir,42.7725985499395,212.274,21.99,1307.6,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102024730_imp,100_imp,B61,02/01,02:47:30,00:59:00,30.6,30.62,950.9,1129.4,178.5,1.05163529288043,0.0503463744367385,400 (70%),High,4,3,1,No contact,Hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.18,32.06,30.52,30.72,30.22,30.52,30.72,31.02,29.18,30.22,31.02,32.06,147.365,147.365,4.868,61.811,0.852,59.06,30.62,30.62,30.48,30.79,30.22,31.04,147.365,558.4,23,NA,558.4,NA,27.8,30.965,30.5975,NA,30.965,NA,31.3725,0,On nadir,70.1843298780331,147.365,30.62,950.9,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102031847_imp,100_imp,B61,02/01,03:18:47,00:59:00,26.02,26.04,954.5,1143.5,189,1.0476689366160301,0.0465676358163348,400 (70%),Low,2,2,6,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,24.6,27.48,25.94,26.14,25.64,25.94,26.14,26.44,24.6,25.64,26.44,27.48,141.192,140.17,5.153,91.462,0.744,141.192,26.79,26.04,25.94,26.21,25.64,26.79,140.17,381.4,33.7,NA,53.6,NA,381.4,26.6445,26.0165,NA,26.3695,NA,26.6445,0,On nadir,60.9853032264254,140.17,26.04,954.5,No GV contact,132.546,26.49,1337.3,141.192,26.79,1349.3,NA,NA,NA,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102033828_imp,100_imp,B61,02/01,03:38:28,00:59:00,20.53,20.59,912.1,1331,418.9,1.09637101195044,0.0920056457960242,400 (70%),High,5,3,1,Contact,NA,NA,NA,No CH contact,Blade contact,2,Center,3,11,Direct,Near hub,4,10,Indirect,19.15,22.03,20.49,20.69,20.19,20.49,20.69,20.99,19.15,20.19,20.99,22.03,236.12,236.12,37.39,157.465,1.141,129.597,20.6,20.6,20.46,20.82,20.17,21.08,196.543,436.6,436.6,5.7,246.3,NA,338.3,20.5255,20.5255,20.454,20.965,NA,21.048,0.01,After nadir,142.540771190294,236.12,20.6,1043.1,GV contact,157.465,20.82,1346.6,129.597,21.08,1398.1,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102041430_imp,100_imp,B61,02/01,04:14:30,00:59:00,33.7,33.74,948,1172.8,224.8,1.05485232067511,0.0534007767271152,400 (70%),Low,6,6,1,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near hub,2,10,Indirect,NA,NA,NA,NA,32.3,35.18,33.64,33.84,33.34,33.64,33.84,34.14,32.3,33.34,34.14,35.18,227.617,227.617,13.171,83.832,2.166,142.578,33.73,33.73,33.62,33.86,33.24,34.35,184.018,416,416,5.9,284,NA,240.4,33.803,33.803,33.639,33.8635,NA,34.307,-0.01,Before nadir,123.436092153756,227.617,33.73,955.9,No GV contact,142.578,34.35,1458.2,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0102042637_imp,100_imp,B61,02/01,04:26:37,00:59:00,21.62,21.66,1045.5,1108.3,62.8,0.956480153036824,-0.0444952398865513,400 (70%),High,6,5,3,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,20.22,23.1,21.56,21.76,21.26,21.56,21.76,22.06,20.22,21.26,22.06,23.1,170.518,154.791,13.712,170.518,1.412,106.181,21.78,21.74,21.54,21.78,21.26,22.32,122.149,406.6,27.2,2.7,133.2,NA,406.6,22.2725,21.76,21.5585,21.889,NA,22.2725,0.08,After nadir,99.4225421378012,170.518,21.78,1257.4,GV contact,106.181,22.32,1419.4,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B61-0717130215_imp,100_imp,B61,17/07,13:02:15,01:00:00,30.64,30.66,984.5,1106.7,122.2,1.01574403250381,0.0156213809029567,400 (70%),Low,3,2,6,No contact,Hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.22,32.1,30.56,30.76,30.26,30.56,30.76,31.06,29.22,30.26,31.06,32.1,125.192,114.977,3.112,125.192,0.613,52.315,30.81,30.67,30.52,30.81,30.22,31.06,80.277,84.7,16.6,NA,84.7,NA,75.1,31.0125,30.641,NA,31.0125,NA,31.3835,0.01,After nadir,58.1487360416208,125.192,30.81,1402,GV contact,122.674,30.87,1378.2,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
